"branch","selection_rule","pair_label","var1","var2","delta_A","dominance_waba","dominance_iwaba","flipped","r_R_billard","r_R_het","r_R_het_defined","delta_A_estimate","delta_A_ci_lower","delta_A_ci_upper","delta_A_ci_defined","delta_A_n_finite","delta_A_boot_defined_rate","delta_A_reject_null","delta_A_p_value","delta_A_q_value","delta_A_q_le_0_05","delta_A_q_le_0_10","r_R_het_estimate","r_R_het_ci_lower","r_R_het_ci_upper","r_R_het_ci_defined","r_R_het_n_finite","r_R_het_boot_defined_rate","r_R_het_reject_null","r_R_het_p_value","r_R_het_q_value","r_R_het_q_le_0_05","r_R_het_q_le_0_10","bootstrap_B","bootstrap_seed","checkpoint_file","checkpoint_every"
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_1846","Probe_5540","Probe_1846",-0.220430590338439,"Within","Within",FALSE,0.998861696773338,0.999546524034676,TRUE,-0.220430590338439,-0.386527715574203,0.0964186958167385,TRUE,399,1,FALSE,0.13,0.191636582430806,FALSE,FALSE,0.999546524034676,0.961626465734042,0.999778619797225,TRUE,399,1,TRUE,0.09,0.142441860465116,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_1342","Probe_5540","Probe_1342",-0.245075526489479,"Within","Within",FALSE,0.998407273214803,0.999323176192222,TRUE,-0.245075526489479,-0.383132481468522,0.0588565513175795,TRUE,399,1,FALSE,0.02,0.0427574171029668,TRUE,TRUE,0.999323176192222,0.80194355129702,0.999680464013493,TRUE,399,1,TRUE,0.64,0.713375796178344,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_6838","Probe_5540","Probe_6838",-0.190294939225626,"Within","Within",FALSE,0.996344071011099,0.997548048860877,TRUE,-0.190294939225626,-0.386247568155308,0.125917691370021,TRUE,399,1,FALSE,0.035,0.0694894651539708,FALSE,TRUE,0.997548048860877,0.947142296745579,0.999477605152974,TRUE,399,1,TRUE,0.005,0.0125512295081967,TRUE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_11689","Probe_5540","Probe_11689",0.000431965213788074,"Between","Between",FALSE,0.0157325373659189,-0.0881078039531557,TRUE,0.000431965213788074,0.000158997218851442,0.00174320315413846,TRUE,399,1,TRUE,0.055,0.0980713245997089,FALSE,TRUE,-0.0881078039531557,-0.162068715944134,-0.0825650662283938,TRUE,399,1,TRUE,0.44,0.528949950932287,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_5933","Probe_5540","Probe_5933",0.148287667757422,"Between","Between",FALSE,0.99681564485859,0.998422529415805,TRUE,0.148287667757422,-0.0647176591768556,0.222148059538625,TRUE,399,1,FALSE,0.03,0.0608443708609272,FALSE,TRUE,0.998422529415805,0.936614192211907,0.999286052767414,TRUE,399,1,TRUE,0.415,0.503840436075322,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_4162","Probe_5540","Probe_4162",0.000143548558206703,"Between","Between",FALSE,0.0231688469519465,-0.0803364237923885,TRUE,0.000143548558206703,-0.000830965827278718,0.000678823727711294,TRUE,399,1,FALSE,0.105,0.163645038167939,FALSE,FALSE,-0.0803364237923885,-0.130265358854941,-0.0354664609484857,TRUE,399,1,TRUE,0.525,0.611917221693625,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_15631","Probe_5540","Probe_15631",0.000254132114960228,"Between","Between",FALSE,0.0216135985480042,-0.0822902617902316,TRUE,0.000254132114960228,3.22284392711722e-05,0.00107684820717114,TRUE,399,1,TRUE,0.03,0.0608443708609272,FALSE,TRUE,-0.0822902617902316,-0.164648630179164,-0.0737824675563304,TRUE,399,1,TRUE,0.325,0.416448744769875,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_11698","Probe_5540","Probe_11698",0.00015848298512864,"Between","Between",FALSE,0.0146358599352507,-0.0922718464272966,TRUE,0.00015848298512864,-9.33849506825312e-06,0.000740569666591011,TRUE,399,1,FALSE,0.395,0.489256825075834,FALSE,FALSE,-0.0922718464272966,-0.167763429799674,-0.0863378656059075,TRUE,399,1,TRUE,0.05,0.0892857142857143,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_15113","Probe_5540","Probe_15113",0.000406269289426029,"Between","Between",FALSE,0.0165053415828669,-0.0905576941672043,TRUE,0.000406269289426029,0.000130078214686319,0.00131009515103637,TRUE,399,1,TRUE,0.545,0.637046755725191,FALSE,FALSE,-0.0905576941672043,-0.156444027120268,-0.0851025329687147,TRUE,399,1,TRUE,0.045,0.0821535022354694,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_549","Probe_5540","Probe_549",0.000253833641210928,"Between","Between",FALSE,0.0164537937499065,-0.0909767499079392,TRUE,0.000253833641210928,-0.00148395774554856,0.00154650897031745,TRUE,399,1,FALSE,0.085,0.137368073878628,FALSE,FALSE,-0.0909767499079392,-0.162901521458748,-0.0844597813011104,TRUE,399,1,TRUE,0.245,0.326933551198257,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_8313","Probe_5540","Probe_8313",0.127721833118291,"Between","Between",FALSE,0.957667712416989,0.956014294772001,TRUE,0.127721833118291,-0.0456197423957175,0.198243434373242,TRUE,399,1,FALSE,0.08,0.131720430107527,FALSE,FALSE,0.956014294772001,0.253838024236958,0.996777854801353,TRUE,399,1,TRUE,0.06,0.10337552742616,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_10573","Probe_5540","Probe_10573",0.000137975601752142,"Between","Between",FALSE,0.0176144823708076,-0.0918244299858137,TRUE,0.000137975601752142,-2.05523849563836e-05,0.000760257120111102,TRUE,399,1,FALSE,0.25,0.330723542116631,FALSE,FALSE,-0.0918244299858137,-0.163658903401633,-0.0858025996258073,TRUE,399,1,TRUE,0.25,0.332519001085776,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_14780","Probe_5540","Probe_14780",0.000371533261656462,"Between","Between",FALSE,0.0204036249230107,-0.0894423182695341,TRUE,0.000371533261656462,0.000120994100449651,0.00152722223269355,TRUE,399,1,TRUE,0.205,0.279338153503893,FALSE,FALSE,-0.0894423182695341,-0.16024899556562,-0.0833555177965802,TRUE,399,1,TRUE,0.32,0.411332633788038,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_8348","Probe_5540","Probe_8348",3.82375890512154e-05,"Between","Between",FALSE,0.0247940190999497,-0.0845964184433725,TRUE,3.82375890512154e-05,-0.00128970811714964,0.000505493633335243,TRUE,399,1,FALSE,0.06,0.104403409090909,FALSE,FALSE,-0.0845964184433725,-0.0942427511771806,-0.0383732605603536,TRUE,399,1,TRUE,0.14,0.208383961117862,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_9155","Probe_5540","Probe_9155",0.000427297720274822,"Between","Between",FALSE,0.0218946515265155,-0.0880298745344721,TRUE,0.000427297720274822,0.000179377574436358,0.00294275723267717,TRUE,399,1,TRUE,0.02,0.0427574171029668,TRUE,TRUE,-0.0880298745344721,-0.152914519330431,-0.0818576004118479,TRUE,399,1,TRUE,0.025,0.0519067796610169,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_10471","Probe_5540","Probe_10471",0.000398956276865392,"Between","Between",FALSE,0.0188991010894515,-0.0917040353264482,TRUE,0.000398956276865392,0.000133478824559255,0.00151050865311942,TRUE,399,1,TRUE,0.05,0.0903392330383481,FALSE,TRUE,-0.0917040353264482,-0.157297599053522,-0.0851887314388704,TRUE,399,1,TRUE,0.055,0.0969424460431655,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_6835","Probe_5540","Probe_6835",-0.140588772298239,"Within","Within",FALSE,0.986802869949461,0.988869491346334,TRUE,-0.140588772298239,-0.282973749625488,0.125599249105906,TRUE,399,1,FALSE,0.02,0.0427574171029668,TRUE,TRUE,0.988869491346334,0.827526125441534,0.997898508902623,TRUE,399,1,TRUE,0.035,0.069264943457189,FALSE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_12469","Probe_5540","Probe_12469",0.000350517752195823,"Between","Between",FALSE,0.018530623971253,-0.0925276605943996,TRUE,0.000350517752195823,4.77768735132287e-06,0.00116092463458008,TRUE,399,1,TRUE,0.135,0.19758064516129,FALSE,FALSE,-0.0925276605943996,-0.163299638204689,-0.0856301318965616,TRUE,399,1,TRUE,0.705,0.770405887600357,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_14809","Probe_5540","Probe_14809",6.33411895407384e-05,"Between","Between",FALSE,0.023913771570376,-0.0867222581736033,TRUE,6.33411895407384e-05,-0.000792354939165124,0.000423708502879435,TRUE,399,1,FALSE,0.28,0.36373276776246,FALSE,FALSE,-0.0867222581736033,-0.160868037122862,-0.0690229551817445,TRUE,399,1,TRUE,0.19,0.267836593785961,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_15704","Probe_5540","Probe_15704",0.00038919902090677,"Between","Between",FALSE,0.0200556266913435,-0.0914690655827133,TRUE,0.00038919902090677,0.000143719399930567,0.00155185320271074,TRUE,399,1,TRUE,0.295,0.380795574288725,FALSE,FALSE,-0.0914690655827133,-0.164898260005191,-0.0845476592133505,TRUE,399,1,TRUE,0.7,0.766309204647006,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_780","Probe_5540","Probe_780",-0.278810668165388,"Within","Within",FALSE,0.987579013733108,0.990082496455612,TRUE,-0.278810668165388,-0.385704695799106,0.0302811540603487,TRUE,399,1,FALSE,0.005,0.0126811594202899,TRUE,TRUE,0.990082496455612,0.0922758557211151,0.999615870270349,TRUE,399,1,TRUE,0.02,0.0423143350604491,TRUE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_10726","Probe_5540","Probe_10726",6.0291617772605e-05,"Between","Between",FALSE,0.0330497127124764,-0.078875530842944,TRUE,6.0291617772605e-05,-0.000283272938165979,0.000405578678131741,TRUE,399,1,FALSE,0.085,0.137368073878628,FALSE,FALSE,-0.078875530842944,-0.160875156673782,-0.0518595204025459,TRUE,399,1,TRUE,0.49,0.57771896053898,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_15997","Probe_5540","Probe_15997",0.00046338534916698,"Between","Between",FALSE,0.0207074559175872,-0.0934031877054553,TRUE,0.00046338534916698,0.000143738642912033,0.00162871444004835,TRUE,399,1,TRUE,0.005,0.0126811594202899,TRUE,TRUE,-0.0934031877054553,-0.160273328140091,-0.087082375373644,TRUE,399,1,TRUE,0.915,0.9340625,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_1667","Probe_5540","Probe_1667",0.000204907360267776,"Within","Between",TRUE,0.134861139886942,0.0345699836321418,TRUE,0.000204907360267776,-0.000345584453922902,0.00500389199179093,TRUE,399,1,FALSE,0.005,0.0126811594202899,TRUE,TRUE,0.0345699836321418,-0.104211488686699,0.333451217792562,TRUE,399,1,FALSE,0.005,0.0125512295081967,TRUE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_13873","Probe_5540","Probe_13873",0.000176855783991394,"Between","Between",FALSE,0.0247924234981048,-0.0889047690455356,TRUE,0.000176855783991394,2.66608458973509e-05,0.000789661530974393,TRUE,399,1,TRUE,0.015,0.0333484573502722,TRUE,TRUE,-0.0889047690455356,-0.160227534713752,-0.0819281646831168,TRUE,399,1,TRUE,0.44,0.528949950932287,FALSE,FALSE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
"allgenes_illustration_top50_erhet","Top 50 all-gene probes among BH-significant heterogeneous genes, ranked by E_R_het^(Int) from the all-gene screening branch; used only as a prespecified illustration.","Probe_5540--Probe_10430","Probe_5540","Probe_10430",3.29539471804806e-05,"Between","Between",FALSE,0.0322499855885645,-0.0808095598702289,TRUE,3.29539471804806e-05,-9.12641516777976e-05,0.000523237121956503,TRUE,399,1,FALSE,0.245,0.324810606060606,FALSE,FALSE,-0.0808095598702289,-0.144044531973334,-0.0625970927122346,TRUE,399,1,TRUE,0.005,0.0125512295081967,TRUE,TRUE,399,20260323,"D:/08-MyProjects-new/04-I-WABA/05-I-WABA_20260330/I-WABA_Rproject/results/cancer14_allgenes_pairwise_illustration_checkpoint_v1.rds",25
