"","GRP","COHES","G.COHES","W.COHES","LEAD","G.LEAD","W.LEAD","HRS","G.HRS","W.HRS","WBEING","G.WBEING","W.WBEING"
"65",1,1.75,2.9290540541,-1.179054054,2.2727272727,2.9291496041,-0.656422331,11,10.972972973,0.027027027,2.3333333333,2.7930136018,-0.459680269
"66",1,1,2.9290540541,-1.929054054,1.3636363636,2.9291496041,-1.565513241,12,10.972972973,1.027027027,0.6666666667,2.7930136018,-2.126346935
"67",1,3,2.9290540541,0.0709459459,3.5,2.9291496041,0.5708503959,8,10.972972973,-2.972972973,2.7222222222,2.7930136018,-0.07079138
"68",1,1,2.9290540541,-1.929054054,3.5,2.9291496041,0.5708503959,13,10.972972973,2.027027027,2.1666666667,2.7930136018,-0.626346935
"69",1,1.375,2.9290540541,-1.554054054,1.7272727273,2.9291496041,-1.201876877,11,10.972972973,0.027027027,0.5555555556,2.7930136018,-2.237458046
"70",1,1.875,2.9290540541,-1.054054054,2.9090909091,2.9291496041,-0.020058695,11,10.972972973,0.027027027,3.8888888889,2.7930136018,1.0958752871
"71",1,2.75,2.9290540541,-0.179054054,3.0909090909,2.9291496041,0.1617594868,12,10.972972973,1.027027027,2.4444444444,2.7930136018,-0.348569157
"72",1,2.5,2.9290540541,-0.429054054,2.7272727273,2.9291496041,-0.201876877,14,10.972972973,3.027027027,2.2777777778,2.7930136018,-0.515235824
"73",1,3.125,2.9290540541,0.1959459459,2.3636363636,2.9291496041,-0.565513241,13,10.972972973,2.027027027,2.5555555556,2.7930136018,-0.237458046
"74",1,2.5,2.9290540541,-0.429054054,2.2222222222,2.9291496041,-0.706927382,12,10.972972973,1.027027027,2.5555555556,2.7930136018,-0.237458046
"75",2,2.625,3.3226568405,-0.697656841,2.1818181818,2.4855459355,-0.303727754,13,12.174603175,0.8253968254,2.3333333333,2.7184355224,-0.385102189
"76",2,3.625,3.3226568405,0.3023431595,2.6363636364,2.4855459355,0.1508177008,10,12.174603175,-2.174603175,3.5,2.7184355224,0.7815644776
"77",2,3,3.3226568405,-0.322656841,2.3333333333,2.4855459355,-0.152212602,12,12.174603175,-0.174603175,2.7777777778,2.7184355224,0.0593422554
"78",2,3.5,3.3226568405,0.1773431595,2.7272727273,2.4855459355,0.2417267917,11,12.174603175,-1.174603175,3.2222222222,2.7184355224,0.5037866999
"79",2,3,3.3226568405,-0.322656841,3,2.4855459355,0.5144540645,13,12.174603175,0.8253968254,2.6666666667,2.7184355224,-0.051768856
"80",2,4.1666666667,3.3226568405,0.8440098262,3.1666666667,2.4855459355,0.6811207311,11,12.174603175,-1.174603175,1.4444444444,2.7184355224,-1.273991078
"81",2,3.625,3.3226568405,0.3023431595,3,2.4855459355,0.5144540645,18,12.174603175,5.8253968254,2.5,2.7184355224,-0.218435522
"82",2,3.5714285714,3.3226568405,0.2487717309,1.7272727273,2.4855459355,-0.758273208,15,12.174603175,2.8253968254,3.2222222222,2.7184355224,0.5037866999
"83",2,2,3.3226568405,-1.322656841,2.8333333333,2.4855459355,0.3477873978,9,12.174603175,-3.174603175,3.2222222222,2.7184355224,0.5037866999
"84",2,2.125,3.3226568405,-1.197656841,2,2.4855459355,-0.485545936,16,12.174603175,3.8253968254,2.1111111111,2.7184355224,-0.607324411
"85",2,3.375,3.3226568405,0.0523431595,1.9090909091,2.4855459355,-0.576455026,16,12.174603175,3.8253968254,2.0555555556,2.7184355224,-0.662879967
"86",2,1.5,3.3226568405,-1.822656841,2.6666666667,2.4855459355,0.1811207311,11,12.174603175,-1.174603175,2.3333333333,2.7184355224,-0.385102189
"87",2,4,3.3226568405,0.6773431595,2,2.4855459355,-0.485545936,10,12.174603175,-2.174603175,3.1111111111,2.7184355224,0.3926755888
"88",2,3.5,3.3226568405,0.1773431595,1.5454545455,2.4855459355,-0.94009139,14,12.174603175,1.8253968254,2.1111111111,2.7184355224,-0.607324411
"89",2,4,3.3226568405,0.6773431595,3.75,2.4855459355,1.2644540645,12,12.174603175,-0.174603175,3.8888888889,2.7184355224,1.1704533665
"90",2,3.5,3.3226568405,0.1773431595,2.5454545455,2.4855459355,0.0599086099,12,12.174603175,-0.174603175,3.7222222222,2.7184355224,1.0037866999
"91",2,1,3.3226568405,-2.322656841,1,2.4855459355,-1.485545936,12,12.174603175,-0.174603175,2.6666666667,2.7184355224,-0.051768856
"92",2,3.75,3.3226568405,0.4273431595,3.2727272727,2.4855459355,0.7871813372,11,12.174603175,-1.174603175,3.6111111111,2.7184355224,0.8926755888
"93",2,1.25,3.3226568405,-2.072656841,1.7272727273,2.4855459355,-0.758273208,12,12.174603175,-0.174603175,3.0555555556,2.7184355224,0.3371200332
"94",2,2.75,3.3226568405,-0.572656841,2.3636363636,2.4855459355,-0.121909572,14,12.174603175,1.8253968254,0.5555555556,2.7184355224,-2.162879967
"95",2,4.75,3.3226568405,1.4273431595,2.1818181818,2.4855459355,-0.303727754,13,12.174603175,0.8253968254,3.3333333333,2.7184355224,0.614897811
"96",2,4,3.3226568405,0.6773431595,2.6363636364,2.4855459355,0.1508177008,11,12.174603175,-1.174603175,3.5555555556,2.7184355224,0.8371200332
"97",2,3.375,3.3226568405,0.0523431595,2.2727272727,2.4855459355,-0.212818663,12,12.174603175,-0.174603175,3.7222222222,2.7184355224,1.0037866999
"98",2,4,3.3226568405,0.6773431595,2.4545454545,2.4855459355,-0.031000481,12,12.174603175,-0.174603175,3.1764705882,2.7184355224,0.4580350659
"99",2,3.625,3.3226568405,0.3023431595,2.0909090909,2.4855459355,-0.394636845,12,12.174603175,-0.174603175,2.6111111111,2.7184355224,-0.107324411
"100",2,4.125,3.3226568405,0.8023431595,1.5454545455,2.4855459355,-0.94009139,12,12.174603175,-0.174603175,2.7222222222,2.7184355224,0.0037866999
"101",2,3.875,3.3226568405,0.5523431595,2.0909090909,2.4855459355,-0.394636845,10,12.174603175,-2.174603175,3.1666666667,2.7184355224,0.4482311443
"102",2,3.625,3.3226568405,0.3023431595,1.9090909091,2.4855459355,-0.576455026,15,12.174603175,2.8253968254,1.7777777778,2.7184355224,-0.940657745
"103",2,3.625,3.3226568405,0.3023431595,3.6363636364,2.4855459355,1.1508177008,12,12.174603175,-0.174603175,4.4444444444,2.7184355224,1.7260089221
"104",2,3.375,3.3226568405,0.0523431595,2.6363636364,2.4855459355,0.1508177008,12,12.174603175,-0.174603175,3.1666666667,2.7184355224,0.4482311443
"105",2,3.75,3.3226568405,0.4273431595,3.1818181818,2.4855459355,0.6962722463,12,12.174603175,-0.174603175,1.8333333333,2.7184355224,-0.885102189
"106",2,4.5,3.3226568405,1.1773431595,2.5454545455,2.4855459355,0.0599086099,13,12.174603175,0.8253968254,1.5,2.7184355224,-1.218435522
"107",2,4.25,3.3226568405,0.9273431595,3.0909090909,2.4855459355,0.6053631554,12,12.174603175,-0.174603175,3.8888888889,2.7184355224,1.1704533665
"108",2,4.625,3.3226568405,1.3023431595,2.2727272727,2.4855459355,-0.212818663,14,12.174603175,1.8253968254,3.3333333333,2.7184355224,0.614897811
"109",2,3.25,3.3226568405,-0.072656841,3.2,2.4855459355,0.7144540645,9,12.174603175,-3.174603175,2.2222222222,2.7184355224,-0.4962133
"110",2,4.125,3.3226568405,0.8023431595,3.4545454545,2.4855459355,0.968999519,12,12.174603175,-0.174603175,3.5,2.7184355224,0.7815644776
"111",2,4.25,3.3226568405,0.9273431595,2.9090909091,2.4855459355,0.4235449735,13,12.174603175,0.8253968254,3.2777777778,2.7184355224,0.5593422554
"112",2,3.25,3.3226568405,-0.072656841,2.2727272727,2.4855459355,-0.212818663,12,12.174603175,-0.174603175,2,2.7184355224,-0.718435522
"113",2,2,3.3226568405,-1.322656841,3,2.4855459355,0.5144540645,12,12.174603175,-0.174603175,3.6666666667,2.7184355224,0.9482311443
"114",2,2.7142857143,3.3226568405,-0.608371126,2.5454545455,2.4855459355,0.0599086099,11,12.174603175,-1.174603175,2.7647058824,2.7184355224,0.04627036
"115",2,3.125,3.3226568405,-0.197656841,2.2727272727,2.4855459355,-0.212818663,10,12.174603175,-2.174603175,2.7222222222,2.7184355224,0.0037866999
"116",2,3.75,3.3226568405,0.4273431595,2.2727272727,2.4855459355,-0.212818663,12,12.174603175,-0.174603175,4,2.7184355224,1.2815644776
"117",2,4,3.3226568405,0.6773431595,2.4545454545,2.4855459355,-0.031000481,12,12.174603175,-0.174603175,2.0555555556,2.7184355224,-0.662879967
"118",2,3,3.3226568405,-0.322656841,3,2.4855459355,0.5144540645,14,12.174603175,1.8253968254,3.2777777778,2.7184355224,0.5593422554
"119",2,2,3.3226568405,-1.322656841,1.7272727273,2.4855459355,-0.758273208,13,12.174603175,0.8253968254,2,2.7184355224,-0.718435522
"120",2,2.875,3.3226568405,-0.447656841,2.4545454545,2.4855459355,-0.031000481,18,12.174603175,5.8253968254,2.6111111111,2.7184355224,-0.107324411
"121",2,3.375,3.3226568405,0.0523431595,2.4545454545,2.4855459355,-0.031000481,11,12.174603175,-1.174603175,2.1666666667,2.7184355224,-0.551768856
"122",2,3.25,3.3226568405,-0.072656841,1.9090909091,2.4855459355,-0.576455026,10,12.174603175,-2.174603175,2.9444444444,2.7184355224,0.2260089221
"123",2,3.25,3.3226568405,-0.072656841,2,2.4855459355,-0.485545936,12,12.174603175,-0.174603175,2.4444444444,2.7184355224,-0.273991078
"124",2,4,3.3226568405,0.6773431595,3,2.4855459355,0.5144540645,8,12.174603175,-4.174603175,3.1111111111,2.7184355224,0.3926755888
"125",2,4,3.3226568405,0.6773431595,3.3333333333,2.4855459355,0.8477873978,11,12.174603175,-1.174603175,3.5,2.7184355224,0.7815644776
"126",2,4.25,3.3226568405,0.9273431595,3.6363636364,2.4855459355,1.1508177008,10,12.174603175,-2.174603175,3.1666666667,2.7184355224,0.4482311443
"127",2,3.125,3.3226568405,-0.197656841,2,2.4855459355,-0.485545936,12,12.174603175,-0.174603175,2.8888888889,2.7184355224,0.1704533665
"128",2,2.125,3.3226568405,-1.197656841,2.7,2.4855459355,0.2144540645,11,12.174603175,-1.174603175,0.7647058824,2.7184355224,-1.95372964
"129",2,3.375,3.3226568405,0.0523431595,2.3636363636,2.4855459355,-0.121909572,11,12.174603175,-1.174603175,1.1666666667,2.7184355224,-1.551768856
"130",2,3.5,3.3226568405,0.1773431595,2.5454545455,2.4855459355,0.0599086099,12,12.174603175,-0.174603175,2.1666666667,2.7184355224,-0.551768856
"131",2,4.625,3.3226568405,1.3023431595,2.1818181818,2.4855459355,-0.303727754,12,12.174603175,-0.174603175,0.6666666667,2.7184355224,-2.051768856
"132",2,2.625,3.3226568405,-0.697656841,2.6363636364,2.4855459355,0.1508177008,14,12.174603175,1.8253968254,2.5555555556,2.7184355224,-0.162879967
"133",2,4,3.3226568405,0.6773431595,2.8333333333,2.4855459355,0.3477873978,10,12.174603175,-2.174603175,2,2.7184355224,-0.718435522
"134",2,3.25,3.3226568405,-0.072656841,1.5454545455,2.4855459355,-0.94009139,12,12.174603175,-0.174603175,2.7222222222,2.7184355224,0.0037866999
"135",2,3.25,3.3226568405,-0.072656841,1.8181818182,2.4855459355,-0.667364117,12,12.174603175,-0.174603175,3,2.7184355224,0.2815644776
"136",2,2.625,3.3226568405,-0.697656841,1.6363636364,2.4855459355,-0.849182299,15,12.174603175,2.8253968254,1.9444444444,2.7184355224,-0.773991078
"137",2,1,3.3226568405,-2.322656841,3.5,2.4855459355,1.0144540645,12,12.174603175,-0.174603175,3.6111111111,2.7184355224,0.8926755888
"138",3,3.125,3.1670386905,-0.04203869,2.1818181818,2.9325021044,-0.750683923,11,10.4375,0.5625,3.9444444444,2.7445939647,1.1998504797
"139",3,3,3.1670386905,-0.16703869,3.2727272727,2.9325021044,0.3402251684,12,10.4375,1.5625,3.2777777778,2.7445939647,0.5331838131
"140",3,3,3.1670386905,-0.16703869,2.6363636364,2.9325021044,-0.296138468,12,10.4375,1.5625,2.7647058824,2.7445939647,0.0201119176
"141",3,2,3.1670386905,-1.16703869,2,2.9325021044,-0.932502104,11,10.4375,0.5625,4.2222222222,2.7445939647,1.4776282575
"142",3,2.875,3.1670386905,-0.29203869,3.0909090909,2.9325021044,0.1584069865,10,10.4375,-0.4375,3.2777777778,2.7445939647,0.5331838131
"143",3,2.875,3.1670386905,-0.29203869,3.7272727273,2.9325021044,0.7947706229,11,10.4375,0.5625,4.1666666667,2.7445939647,1.4220727019
"144",3,3.25,3.1670386905,0.0829613095,3.3636363636,2.9325021044,0.4311342593,8,10.4375,-2.4375,3.0555555556,2.7445939647,0.3109615908
"145",3,4,3.1670386905,0.8329613095,2.8333333333,2.9325021044,-0.099168771,12,10.4375,1.5625,3.3333333333,2.7445939647,0.5887393686
"146",3,4.375,3.1670386905,1.2079613095,4.0909090909,2.9325021044,1.1584069865,9,10.4375,-1.4375,3.8888888889,2.7445939647,1.1442949242
"147",3,4,3.1670386905,0.8329613095,3.6363636364,2.9325021044,0.703861532,7,10.4375,-3.4375,3.6111111111,2.7445939647,0.8665171464
"148",3,3.5,3.1670386905,0.3329613095,3.1818181818,2.9325021044,0.2493160774,11,10.4375,0.5625,2.1111111111,2.7445939647,-0.633482854
"149",3,2,3.1670386905,-1.16703869,1.1818181818,2.9325021044,-1.750683923,11,10.4375,0.5625,1.4444444444,2.7445939647,-1.30014952
"150",3,3,3.1670386905,-0.16703869,2.9090909091,2.9325021044,-0.023411195,11,10.4375,0.5625,3.0555555556,2.7445939647,0.3109615908
"151",3,2.875,3.1670386905,-0.29203869,3.2727272727,2.9325021044,0.3402251684,12,10.4375,1.5625,2.0555555556,2.7445939647,-0.689038409
"152",3,3.5,3.1670386905,0.3329613095,3.4545454545,2.9325021044,0.5220433502,9,10.4375,-1.4375,3.3333333333,2.7445939647,0.5887393686
"153",3,3,3.1670386905,-0.16703869,1.9090909091,2.9325021044,-1.023411195,11,10.4375,0.5625,3.8888888889,2.7445939647,1.1442949242
"154",3,3.25,3.1670386905,0.0829613095,3.1818181818,2.9325021044,0.2493160774,9,10.4375,-1.4375,3.2777777778,2.7445939647,0.5331838131
"155",3,3.125,3.1670386905,-0.04203869,3.2727272727,2.9325021044,0.3402251684,9,10.4375,-1.4375,2.6666666667,2.7445939647,-0.077927298
"156",3,4,3.1670386905,0.8329613095,4.3333333333,2.9325021044,1.400831229,12,10.4375,1.5625,2.7777777778,2.7445939647,0.0331838131
"157",3,3,3.1670386905,-0.16703869,3.0909090909,2.9325021044,0.1584069865,11,10.4375,0.5625,2.4444444444,2.7445939647,-0.30014952
"158",3,3.375,3.1670386905,0.2079613095,3.2727272727,2.9325021044,0.3402251684,10,10.4375,-0.4375,2.6111111111,2.7445939647,-0.133482854
"159",3,3.625,3.1670386905,0.4579613095,3.1111111111,2.9325021044,0.1786090067,13,10.4375,2.5625,4.0555555556,2.7445939647,1.3109615908
"160",3,2.5,3.1670386905,-0.66703869,3.0909090909,2.9325021044,0.1584069865,10,10.4375,-0.4375,3.2777777778,2.7445939647,0.5331838131
"161",3,3.5,3.1670386905,0.3329613095,3.4545454545,2.9325021044,0.5220433502,8,10.4375,-2.4375,3.1176470588,2.7445939647,0.3730530941
"162",3,2.625,3.1670386905,-0.54203869,3.0909090909,2.9325021044,0.1584069865,8,10.4375,-2.4375,2.9444444444,2.7445939647,0.1998504797
"163",3,3.375,3.1670386905,0.2079613095,3.2727272727,2.9325021044,0.3402251684,6,10.4375,-4.4375,3.6111111111,2.7445939647,0.8665171464
"164",3,3.75,3.1670386905,0.5829613095,2.8181818182,2.9325021044,-0.114320286,10,10.4375,-0.4375,3.4444444444,2.7445939647,0.6998504797
"165",3,2.875,3.1670386905,-0.29203869,3,2.9325021044,0.0674978956,12,10.4375,1.5625,3.1111111111,2.7445939647,0.3665171464
"166",3,3.625,3.1670386905,0.4579613095,4.0909090909,2.9325021044,1.1584069865,10,10.4375,-0.4375,3.3333333333,2.7445939647,0.5887393686
"167",3,4.8571428571,3.1670386905,1.6901041667,3.6363636364,2.9325021044,0.703861532,12,10.4375,1.5625,3.2777777778,2.7445939647,0.5331838131
"168",3,2.75,3.1670386905,-0.41703869,1.8181818182,2.9325021044,-1.114320286,11,10.4375,0.5625,3.3888888889,2.7445939647,0.6442949242
"169",3,2.375,3.1670386905,-0.79203869,2.0909090909,2.9325021044,-0.841593013,12,10.4375,1.5625,1.9444444444,2.7445939647,-0.80014952
"170",3,3.75,3.1670386905,0.5829613095,3,2.9325021044,0.0674978956,11,10.4375,0.5625,2.9444444444,2.7445939647,0.1998504797
"171",3,3.25,3.1670386905,0.0829613095,2.7272727273,2.9325021044,-0.205229377,9,10.4375,-1.4375,2.7222222222,2.7445939647,-0.022371743
"172",3,2.625,3.1670386905,-0.54203869,2.9090909091,2.9325021044,-0.023411195,16,10.4375,5.5625,1.8888888889,2.7445939647,-0.855705076
"173",3,4,3.1670386905,0.8329613095,3.3636363636,2.9325021044,0.4311342593,11,10.4375,0.5625,2.7222222222,2.7445939647,-0.022371743
"174",3,3.875,3.1670386905,0.7079613095,3.7272727273,2.9325021044,0.7947706229,11,10.4375,0.5625,3.5555555556,2.7445939647,0.8109615908
"175",3,1.375,3.1670386905,-1.79203869,1.8181818182,2.9325021044,-1.114320286,12,10.4375,1.5625,1.5555555556,2.7445939647,-1.189038409
"176",3,3,3.1670386905,-0.16703869,2.8181818182,2.9325021044,-0.114320286,8,10.4375,-2.4375,0.9444444444,2.7445939647,-1.80014952
"177",3,4,3.1670386905,0.8329613095,3.4545454545,2.9325021044,0.5220433502,11,10.4375,0.5625,3.4444444444,2.7445939647,0.6998504797
"178",3,3,3.1670386905,-0.16703869,2,2.9325021044,-0.932502104,24,10.4375,13.5625,1.8333333333,2.7445939647,-0.911260631
