Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30,Gene_31,Gene_32,Gene_33,Gene_34,Gene_35,Gene_36,Gene_37,Gene_38,Gene_39,Gene_40,Gene_41,Gene_42,Gene_43,Gene_44,Gene_45,Gene_46,Gene_47,Gene_48,Gene_49,Gene_50,Cancer_Type
-0.6081154198624044,0.852528783525538,0.852528783525538,-0.5255306294801653,-0.6758865220725758,0.9515911090410325,0.9515911090410325,0.2939846088450383,-0.8043026316544453,-0.6347103089266805,-0.6274327214145223,-0.7246635627492919,-0.6666130920304012,0.9494781154262512,-0.7440982638786683,-0.38386033445170176,-0.5658578081107348,-0.6609925278998702,-0.6825212180559476,-0.5299824871857156,-0.6232363258347016,-0.8069214013383309,0.43184272912512645,-0.44492497494543887,-0.44492497494543887,-0.7822191365602423,-0.5343113215395497,0.08381396697495026,-0.7375546494317675,-0.7315539687773346,-0.6622792285819873,-0.4185284429365456,-0.6660089898892363,-0.37218485940354556,-0.3739063673487887,0.14971757076492961,-0.8784115381977438,-0.5769325037912262,-0.7744071947703471,-0.7055065382651705,-0.598496661487793,-0.448451695623712,-0.11332098040368235,-0.46666894681338245,-0.8621961887270662,-0.4051508587991962,-0.5724852724291174,-0.571830952542184,-0.4097848504301529,2.323668679444308,Prostate
-0.6324034560062577,1.0688156207821773,1.0688156207821773,-0.6319020722458862,-0.43186227826147466,1.4030049656242745,1.4030049656242745,0.33975279640295836,-0.33481323532282936,-0.781312922495777,-0.661865411010118,-0.8903557591213124,-0.5953458960449692,1.2666563186086475,-0.7885340415475258,-0.38647207790455346,-0.5396574054882363,-0.7358728924798498,-0.7252469767749927,-0.7579080737030837,-0.7521981302634914,-0.8688256935204764,0.2980688980608309,-0.12596635680493543,-0.12596635680493543,-0.8350723534995103,-0.546702419050913,0.14391575922839772,-0.7271852911384938,-0.5946859081451675,-0.8786065443035732,-0.4825038184562116,-0.6648600181888384,-0.5659427967266885,-0.2700885018521485,0.43938564541970465,-0.5204402973819325,-0.5985568925689383,-0.7836276296273709,-0.7304604886244321,-0.8381287339456939,-0.44110489471907066,-0.3317544486617652,-0.5178178266744673,-1.2109008151995875,-0.2721001034702369,-0.4801158846045215,-0.21026751002185126,-0.5785086497523647,3.5366666809688545,Prostate
-0.48134371901399936,-0.5787455807818596,-0.5787455807818596,-0.33756109311916094,-0.1991354531453319,0.2847670578105958,0.2847670578105958,0.1280429679227471,-0.3739373516837973,-0.10957725327455838,-0.4713867026089503,0.8975048593471907,-0.3166402546019408,0.17627306906692713,0.3345083106157588,-0.4465421773201423,-0.8035328890434003,0.9421791874496926,-0.1423455542508768,0.5080665045048012,0.08605359852364251,0.4293481794532713,-0.4315043486679739,-0.5627316194207028,-0.5627316194207028,0.39212900743320667,-0.2570605147227961,-0.14952240295019867,0.17287500871765793,0.712078194557189,-0.02560859206805174,-0.3497247371889803,0.43585487079235813,-0.18073356419139247,0.06537297603387,0.09830462244957994,0.08932427383822034,-1.5968828411399842,-0.09810834243125667,-0.40413959931101046,-0.24332769695197565,0.18092424854056094,1.2894314485661933,-0.46666894681338245,-0.07590144275961598,-0.33375777057390094,-0.5906292593232344,-0.2793899328566207,-0.203566873480783,2.8239020514020416,Prostate
-0.5903436860986093,-0.42053856555777225,-0.42053856555777225,0.25168071483305665,-0.15921790708981226,0.33012322196211663,0.33012322196211663,0.6450445055881905,0.08437372568754202,0.04646635485002065,-0.5153433276246044,0.6152945649172132,-0.29627819860610305,-0.10452945207217333,0.10721451261174647,-0.4952947217733738,-0.8877484689014313,1.0269122315796695,-0.23186619156697139,0.13952932850594812,0.021572696309247595,0.8522347133332586,-0.2842407195131612,-0.4467118579602316,-0.4467118579602316,0.5322319793198376,-0.17651838089893473,0.04315687221526522,0.3481171638739824,-0.7217776787321798,0.2909679675245129,-0.3569672325308293,-0.01569100746401998,-0.08154795341883121,-0.04785338352340317,0.07197116111732765,-0.025954600322803594,-1.1121361260396028,-0.2913365859567111,-0.1315656800021523,-0.32891057997265455,0.07072223497094117,-0.03823447568996638,-0.9116642016048204,0.21126707315893103,0.01347224943094416,-0.41743665715211714,-0.39104923128201763,0.033896251491218735,3.8862564484565163,Prostate
-0.19679851508479115,-0.2928839567153921,-0.2928839567153921,0.5651965461425501,-0.2744515777783878,0.40668543777220467,0.40668543777220467,0.6844204881799206,-0.36834819220365905,0.4360409792432334,-0.4164409213393827,1.2959448407013183,-0.32554865410011974,0.07513092875142176,0.6372470261007092,-0.4143306747349714,-0.8110187183641141,2.022595876389398,0.043138493521485854,0.2931518008491536,0.300741457919547,0.9822488624395254,-0.18756383319778797,-0.27631979904963855,-0.27631979904963855,1.0812342835270907,-0.2508649659671145,0.21992684943128715,1.391620253453753,0.6914393600174178,0.08167568646053962,0.001536286890695213,0.4990483143142431,0.04993064690758719,0.28079504693939833,-0.23650652877477044,0.30774740382752885,-1.445512119695999,0.13881674454704948,-0.22946194679617882,0.03695624494074765,0.3156155984589851,-0.05871261333916165,-0.2211543234801753,0.060845469582549265,0.3769279713051745,-0.41743665715211714,0.06090507186839829,0.2963554948813259,3.9867861484335383,Prostate
-0.3995937437005419,-0.7000477090894293,-0.7000477090894293,-0.5616409350506337,-0.21495183931827364,-0.1701843268958844,-0.1701843268958844,-0.04812620094544802,0.22410271269099913,0.03470964464885374,-0.4765149755274433,1.354924917564814,-0.09520289564720583,0.13058166357351902,0.2788836680662537,-0.48920065371671984,-0.494742429563953,1.2740737357196021,0.09739342522820985,0.702132444056728,-0.012345003699480366,0.8896194570227206,-0.4337526483497267,-0.673007828333626,-0.673007828333626,0.3010201287093257,-0.13314953960916323,-0.08942061069675122,0.3916684687057317,0.8608950541334341,-0.0854063866577584,-0.5344083684061293,0.5553479276337406,-0.44830404906620885,-0.10981967199171026,-0.250300246615474,0.11966081967006874,-1.604090970732555,0.14001940996318302,0.11797382359046431,-0.25188598525404354,0.29357519574506113,-0.014343315099238571,-0.5178178266744673,0.23861645562736408,-0.4440925432857209,-0.5774336324911493,-0.01885156986402805,0.32135161329943135,3.1979449891543843,Prostate
-0.3458836149921834,-0.9087720695189134,-0.9087720695189134,-0.6948851633571684,-0.017623592779667165,-1.0577248649583735,-1.0577248649583735,-1.0100252042577123,-0.5080771792071161,-0.8659256095496298,-0.31753851505416103,-0.5187380132112194,-0.31154974060298135,-0.37468543212543115,-0.4049158170681801,-0.429130554301131,-0.32443981251771237,-0.5455754245999017,-0.21491152540862016,-0.8474166774867268,-0.42532095545410215,-0.753341647224689,-0.48546354103004263,-0.8083003994536475,-0.8083003994536475,-0.7942998718606464,-0.17496949371001433,-0.5560933505470491,-0.7026444765110795,-0.5153893333344676,-0.5462011567313803,-0.4981958916968844,-0.5568566783514349,-0.5313431650618415,-0.4621515530209328,-0.35312614324617336,-0.5811133890456294,-0.5102573050599469,-0.6425148874677029,-0.1795540460776555,-0.6070549497898609,-0.21090513304030936,-0.03482145274843384,-0.5127029386883588,-0.363069958678163,-0.3532286128171633,-0.10568997324410603,-0.18899907222653756,-0.5347654425206801,-0.2846694821216652,Lung
-0.6006117989399131,-0.9307032523176636,-0.9307032523176636,-0.6906862906164163,-0.474039308055986,-1.0864041108146276,-1.0864041108146276,-1.0770155123033829,-0.563968774008499,-0.9056490394717543,-0.6061870193236228,-0.9455864912453192,-0.44644836157540607,-0.4496548256049066,-0.7830994500340684,-0.4082366066783175,-0.3656118737816387,-0.7924554236098343,-0.6533591922635834,-0.880806051577648,-0.7797795566442153,-0.9883963312317113,-0.5888853263906745,-0.8051095369272319,-0.8051095369272319,-0.9234966243788569,-0.3980092489145535,-0.47654686079983927,-0.8623325942274936,-0.7956429812955715,-0.6394153659447466,-0.5259587905073054,-0.7131168296055506,-0.5382630913948109,-0.59873693231495,-0.6014130643788377,-0.39909411405453893,-0.5643182770042273,-0.822914699887733,-0.7093456075512108,-0.4701223369567747,-0.666406789128071,-0.4955795498553274,-0.5587369305633351,-0.6365637833624934,-0.38568001655593387,-0.47516752454248956,-0.23685305726599337,-0.9534504260239463,-0.2768203163576935,Lung
-0.5133328397888305,-0.890773374670284,-0.890773374670284,-0.6780896723941598,-0.4943746617069111,-1.0131267425475468,-1.0131267425475468,-0.9028918490243686,-0.21744088623992536,-0.7442614721648267,-0.5146107172076768,-0.7706651385914803,-0.5342597280574561,-0.1897017807589147,-0.7613610839802388,-0.45002450192394455,-0.46292765495091903,-0.7085668948698572,-0.5875750875691806,-0.8348760674995264,-0.757043515979024,-0.890318137260977,-0.45061489596287324,-0.786091996269795,-0.786091996269795,-0.8572203682169178,-0.40420479767023515,-0.44296056512879506,-0.7579477207418723,-0.9053546806911975,-0.7027306778632595,-0.5875200009130218,-0.6349867539784928,-0.4875169649530354,-0.63442432357942,-0.27537973359857143,-0.17460367489886078,-0.5462979530228006,-0.7812222987951039,-0.5864953903979225,-0.28611913846231507,-0.5268175719398861,-0.4819274580891972,-0.44109450688284,-0.5613529815743026,-0.7458905980562872,-0.3184694559114787,-0.4814400919121008,-0.7409834194700501,-0.24451798032904085,Lung
-0.5137277672058037,-0.938568228217905,-0.938568228217905,-0.6971245621522362,-0.35579299238208817,-1.0239920074974933,-1.0239920074974933,-0.9578648117336022,-0.43541810596531844,-0.7141571687709296,-0.5453803547186347,-0.6488114345580971,-0.4782640740689025,-0.7082770528151682,-0.7156465788964501,-0.4169424181878231,-0.4105268497059219,-0.665778115109869,-0.5631603683011548,-0.8286057625059261,-0.7015079412394584,-0.6758477655688001,-0.7215350076140935,-0.8062582474367416,-0.8062582474367416,-0.6701367590509376,-0.3252115510352942,-0.7222571291301098,-0.760712882953412,-0.5577532568634717,-0.5585124673822023,-0.5682066800014245,-0.6706048766908279,-0.44599740695521906,-0.6834133788606471,-0.812080755036856,-0.7358297727880562,-0.5535060826153713,-0.7202872510443381,-0.5001163314620168,-0.3310501520481715,-0.6566110545885493,-0.2566679439480492,-0.4104051789661891,-0.6297264377453852,-0.40190571842531914,-0.275583668707202,-0.22621883836833653,-0.3847887320120475,-0.2677635866300339,Lung
-0.2702550146418109,-0.9428032152411119,-0.9428032152411119,-0.6901264409176493,-0.5907793012372227,-1.091078701548907,-1.091078701548907,-0.3971405920994195,-0.4968988602468396,-0.42968040829723936,-0.3915321671638454,-0.3810216968184609,-0.3191855116014205,-0.7255776820796626,-0.6507511625886941,-0.3969190517159602,-0.3899408190739588,-0.5199584577699087,-0.4651623979058846,-0.6226262434661588,-0.5278194994365218,-0.30593556485201806,-0.6889346622286769,-0.8209362150582533,-0.8209362150582533,-0.4244951412760541,-0.11611178053103871,-0.5525579510027286,-0.5211807063787909,-0.6685512107085593,-0.5321310874161552,-0.5452721114189027,-0.46378997061920435,-0.45061069117719865,-0.7401887740541222,-0.6390322948534838,-0.2292094573961879,-0.4363739767360969,-0.44688131310998147,-0.6613572414757075,-0.43802875582402007,-0.3186582129750487,-0.3419935174863628,-0.3643711870912128,-0.23999773757021428,-0.40190571842531914,-0.40094212361201076,-0.4814400919121008,-0.7784775970972082,-0.2795373352759914,Lung
-0.5779034724639527,-0.9375094814621032,-0.9375094814621032,-0.6253238382853745,-0.6284373635537506,-1.06568430323566,-1.06568430323566,-0.22403968161499555,-0.6366278472502968,-0.842590321120041,-0.5776152130634477,-0.8994407098362274,-0.5558944125530337,-0.7113822939652056,-0.8368060014611769,-0.3716721983383939,-0.3337970991686047,-0.7454440668998472,-0.6625147119890931,-0.8190435473906859,-0.6821263983773281,-0.8871396772711846,-0.6034992743220681,-0.8144268555043654,-0.8144268555043654,-0.8087296390250179,-0.3949114745367127,-0.5543256507748889,-0.8291506476890179,-0.742416513271951,-0.6728317805684062,-0.5271658730642803,-0.7050740277027652,-0.41831770162334153,-0.7307802799934892,-0.6327624231077095,-0.6144835894606626,-0.555308115013514,-0.8533822237631159,-0.7342995579104724,-0.448726616201605,-0.7006918600163973,-0.3829497927847534,-0.8656302097298441,-0.47930483416900344,-0.3662091743126715,-0.5345478452868726,-0.13051086828942493,-0.10983142941288758,-0.2532728190657785,Lung
-0.5816552829251983,-0.9358457365601291,-0.9358457365601291,-0.6972645245769279,-0.6435005884803617,-1.0900679792279817,-1.0900679792279817,-1.058605962000756,-0.485720541286563,-0.9202558612368406,-0.5299955359631557,-0.9907228336860872,-0.42735893407930825,-0.8080883754949433,-0.8486342300492901,-0.40997776898021865,-0.5190713748562731,-0.8214504519998265,-0.7035450040923031,-0.8952277530629285,-0.7898430500533983,-1.029413600623793,-0.7181625580914642,-0.815575566013875,-0.815575566013875,-0.9389331194849289,-0.2400227556446716,-0.13007770545643627,-0.8402112965351766,-0.8695082838589633,-0.6640379872463905,-0.5464791939758775,-0.7395431787147024,-0.46675718595412724,-0.7265626792076881,-0.6202226796161607,-0.32325274947491794,-0.5372877910320871,-0.8461662312663146,-0.5749781825398018,-0.17700096261094952,-0.5194707710352447,-0.2088856227665936,-0.2723032033412601,-0.2536724288044308,-0.18123617300167927,-0.3959937635499788,-0.5558796241956987,-0.1723217254581512,-0.16300741278010417,Lung
-0.45942524737198537,-0.8233160813720594,-0.8233160813720594,-0.699923810646071,0.4064061889044376,-0.6577315064522041,-0.6577315064522041,-0.8272081422246795,-0.5136663386872544,-0.7861224857598907,-0.49189979428292224,-0.45716223614346246,-0.4935356160657808,0.45086510790595274,-0.45222873142063275,-0.43696578465968605,-0.734288967826797,-0.4932154704199159,-0.3335941885170789,-0.8013299357837652,-0.6128001104474007,-0.41203558641603777,0.1721641158826705,-0.7146166756780855,-0.7146166756780855,-0.6332234011885917,-0.2802938225566023,-0.6391752398385794,-0.6850165674125144,-0.5555807479645484,-0.5286135700873489,-0.5332012858491545,-0.3937026968949319,-0.42754427006730067,-0.22921021731284644,0.2788769287278813,-0.6812239902907291,-0.6418056701243627,-0.6477264376042816,-0.33119728287624556,-0.6134736660164117,-0.2990667438960052,-0.2566679439480492,-0.5587369305633351,-0.8348468062586331,-0.5771432986146803,-0.4058904836740427,0.21510124588442253,-0.653497005006681,-0.26323522176620406,Lung
-0.546704206523068,-0.7839912018708523,-0.7839912018708523,-0.519232320369037,-0.6028298811785116,-0.796200464418964,-0.796200464418964,0.05491614310953403,-0.29009995948172307,-0.3904913742933496,-0.44354750676570276,-0.5859378073882094,-0.19955843262587403,-0.0770258876004131,-0.6657762097141352,-0.4178129993387737,-0.6650450466101936,-0.5022236345799135,-0.26916645711534415,-0.5803016847593574,-0.6191363840754048,-0.5334224869785825,-0.4775944921439076,-0.5934915341753493,-0.5934915341753493,-0.7515139343383819,-0.3825203770253494,-0.5613964498635298,-0.4997506992393587,-0.696793826394562,-0.4459519128604015,-0.3895584615691497,-0.6372846973792886,-0.48290368073105583,-0.5854352682981929,-0.36691986108687696,-0.05932480073783684,-0.45619633311566643,-0.5839851705492043,-0.592253994326983,-0.18341967883750046,-0.38722835475170103,-0.4170800222000788,-0.2518436513968262,-0.2673471200386473,-0.5089953507632621,-0.468569711126447,-0.4123176690773313,-0.4597770872663638,-0.24361230735627487,Colorectal
-0.353189772206188,-0.7197101488400328,-0.7197101488400328,-0.2647806322794571,-0.5425769814720668,-0.41995908045453795,-0.41995908045453795,0.42157301997018976,-0.11683601559743623,-0.1480537593874683,-0.05965964829565709,-0.48095615468252545,-0.403178992584251,-0.7295701349868535,-0.4448760487847786,-0.4030131197726141,-0.49099951490359606,-0.2736414690199758,-0.24610811113998646,-0.2395106083571853,-0.23299641474527105,-0.27399960971648574,-0.6923071117513062,-0.6077865982936912,-0.6077865982936912,-0.211236605625865,-0.3391515357355779,-0.41821276831855203,-0.3545796831335278,-0.4100226517366882,-0.10299397330178976,-0.11796488624981295,-0.26271992304957037,-0.21302655374524962,-0.6772491930967841,-0.8271284472267143,-0.09572865573605492,-0.1300284690518409,-0.25405395805657155,-0.32351914430416506,-0.5771009407326233,-0.4925325010515599,-0.4648623433815345,-0.5843113704938775,-0.33572057620972995,-0.39217029730368796,-0.39269485684195754,0.018368196277770907,-0.24731008071246752,-0.31304723526833206,Colorectal
-0.2811155186085746,0.9169610860929004,0.9169610860929004,-0.08478895412588183,-0.17578745450908456,1.3445094113007252,1.3445094113007252,0.9562170433423175,-0.33481323532282936,1.0343862756935314,-0.31094502130181295,0.12701451538225988,-0.20719420362431315,0.11328103430902467,0.2999826704126177,-0.2628495544695736,-0.5939296680634119,0.32483843735986095,0.4202102688832176,0.5640289765726831,0.5254928107246345,1.1626643056696415,-0.462980544212514,0.18852505379858617,0.18852505379858617,0.5699842771336004,-0.34534708449125956,-0.18134099884908264,1.1040433834536307,0.03316916364366214,-0.1522392159050776,-0.24832980240309457,-0.0455642716743656,-0.2222531221892088,0.1899544146298382,-0.46598383467011173,-0.12909885615108815,-0.061551237922418976,0.619882911000463,-0.06630150213946795,-0.24974641317852658,0.1099051731290282,-0.6389265133996942,-0.03190346799416145,-0.13060020769648206,-0.32726748982614684,-0.3217683626195,-0.056071336005827005,0.04639431070027146,-0.24180096141074295,Colorectal
